Row,FCM1,FCM5,FCM10,FCM30,PFNPEC,PFNP,SP500,SPSPF
06-May-2016,0.51,1.23,1.79,2.62,0.01,0.38,2057.14,311.33
09-May-2016,0.51,1.2,1.77,2.61,0.01,0.375,2058.69,310.72
10-May-2016,0.52,1.2,1.77,2.61,0.01,0.375,2084.39,315.01
11-May-2016,0.53,1.2,1.73,2.58,0.01,0.375,2064.46,311.45
12-May-2016,0.54,1.24,1.75,2.6,0.01,0.375,2064.11,311.93
13-May-2016,0.55,1.22,1.71,2.55,0.01,0.375,2046.61,307.92
16-May-2016,0.57,1.26,1.75,2.59,0.01,0.375,2066.66,309.62
17-May-2016,0.58,1.29,1.76,2.59,0.02,0.385,2047.21,307.5
18-May-2016,0.63,1.41,1.87,2.67,0.04,0.41,2047.63,313.25
19-May-2016,0.64,1.38,1.85,2.64,0.04,0.405,2040.04,310.36
20-May-2016,0.67,1.38,1.85,2.63,0.04,0.405,2052.32,312.26
23-May-2016,0.69,1.38,1.84,2.63,0.04,0.405,2048.04,311.98
24-May-2016,0.69,1.41,1.86,2.65,0.04,0.41,2076.06,316.8
25-May-2016,0.67,1.4,1.87,2.67,0.04,0.41,2090.54,320.08
26-May-2016,0.65,1.35,1.83,2.64,0.03,0.4,2090.1,318.19
27-May-2016,0.68,1.39,1.85,2.65,0.04,0.405,2099.06,320.43
30-May-2016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-May-2016,0.68,1.37,1.84,2.64,0.03,0.395,2096.96,319.34
01-Jun-2016,0.7,1.39,1.85,2.63,0.03,0.3925,2099.33,320.23
02-Jun-2016,0.68,1.36,1.81,2.58,0.03,0.3925,2105.26,320.7
03-Jun-2016,0.6,1.23,1.71,2.52,0.01,0.3725,2099.13,316.29
06-Jun-2016,0.6,1.25,1.73,2.55,0,0.37,2109.41,318.06
07-Jun-2016,0.59,1.23,1.72,2.54,0,0.37,2112.13,317.14
08-Jun-2016,0.6,1.23,1.71,2.51,0,0.37,2119.12,317.74
09-Jun-2016,0.59,1.22,1.68,2.48,0,0.37,2115.48,315.29
10-Jun-2016,0.57,1.17,1.64,2.44,0,0.3675,2096.07,311.39
13-Jun-2016,0.55,1.14,1.62,2.43,0,0.3675,2079.06,308.99
14-Jun-2016,0.55,1.15,1.62,2.43,0,0.3675,2075.32,304.51
15-Jun-2016,0.52,1.1,1.6,2.43,0,0.3675,2071.5,304.71
16-Jun-2016,0.53,1.1,1.57,2.39,0.01,0.385,2077.99,305.71
17-Jun-2016,0.51,1.13,1.62,2.43,0.01,0.39,2071.22,305.37
20-Jun-2016,0.56,1.17,1.67,2.47,0.02,0.395,2083.25,307.16
21-Jun-2016,0.57,1.22,1.71,2.5,0.02,0.4,2088.9,308.82
22-Jun-2016,0.56,1.2,1.69,2.5,0.02,0.395,2085.45,308.47
23-Jun-2016,0.58,1.25,1.74,2.55,0.01,0.4,2113.32,314.95
24-Jun-2016,0.48,1.08,1.57,2.42,-0.05,0.35,2037.41,297.92
27-Jun-2016,0.45,1,1.46,2.28,-0.05,0.355,2000.54,289.62
28-Jun-2016,0.45,1,1.46,2.27,-0.04,0.365,2036.09,296.77
29-Jun-2016,0.46,1.03,1.5,2.3,-0.03,0.375,2070.77,303.63
30-Jun-2016,0.45,1.01,1.49,2.3,-0.03,0.375,2098.86,308.39
01-Jul-2016,0.45,1,1.46,2.24,-0.03,0.375,2102.95,306.76
04-Jul-2016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Jul-2016,0.44,0.94,1.37,2.14,-0.02,0.375,2088.55,302.09
06-Jul-2016,0.46,0.95,1.38,2.14,-0.02,0.375,2099.73,303.19
07-Jul-2016,0.47,0.97,1.4,2.14,-0.02,0.38,2097.9,303.48
08-Jul-2016,0.48,0.95,1.37,2.11,-0.01,0.385,2129.9,309.07
11-Jul-2016,0.5,1.03,1.43,2.14,-0.01,0.385,2137.16,310.82
12-Jul-2016,0.52,1.1,1.53,2.24,-0.01,0.385,2152.14,314.65
13-Jul-2016,0.51,1.07,1.48,2.18,-0.01,0.385,2152.43,314.78
14-Jul-2016,0.53,1.1,1.53,2.25,-0.01,0.39,2163.75,317.57
15-Jul-2016,0.52,1.15,1.6,2.3,0,0.395,2161.74,317.02
18-Jul-2016,0.52,1.14,1.59,2.3,0,0.395,2166.89,318.17
19-Jul-2016,0.56,1.12,1.56,2.27,0,0.395,2163.78,318.42
20-Jul-2016,0.56,1.15,1.59,2.3,0,0.395,2173.02,318.85
21-Jul-2016,0.54,1.11,1.57,2.29,0,0.395,2165.17,317.43
22-Jul-2016,0.55,1.13,1.57,2.29,0,0.4,2175.03,319.3
25-Jul-2016,0.55,1.15,1.58,2.29,0,0.395,2168.48,318.53
26-Jul-2016,0.55,1.15,1.57,2.28,0,0.4,2169.18,319
27-Jul-2016,0.53,1.1,1.52,2.23,0,0.395,2166.58,318.77
28-Jul-2016,0.53,1.09,1.52,2.23,0.05,0.445,2170.06,319.49
29-Jul-2016,0.5,1.03,1.46,2.18,0.03,0.42,2173.6,318.9
01-Aug-2016,0.5,1.06,1.51,2.24,0.03,0.42,2170.84,318.14
02-Aug-2016,0.5,1.07,1.55,2.29,0.03,0.425,2157.03,315.36
03-Aug-2016,0.53,1.07,1.55,2.29,0.03,0.425,2163.79,318.39
04-Aug-2016,0.51,1.03,1.51,2.25,0.03,0.42,2164.25,317.3
05-Aug-2016,0.56,1.13,1.59,2.32,0.05,0.44,2182.87,323.41
08-Aug-2016,0.57,1.15,1.59,2.3,0.05,0.44,2180.89,323.76
09-Aug-2016,0.55,1.11,1.55,2.25,0.04,0.435,2181.74,324.08
10-Aug-2016,0.55,1.07,1.5,2.23,0.03,0.425,2175.49,321.6
11-Aug-2016,0.55,1.16,1.57,2.28,0.04,0.43,2185.79,322.1
12-Aug-2016,0.56,1.1,1.51,2.23,0.02,0.415,2184.05,321.42
15-Aug-2016,0.56,1.14,1.55,2.27,0.03,0.42,2190.15,323.27
16-Aug-2016,0.57,1.16,1.57,2.29,0.04,0.43,2178.15,322.34
17-Aug-2016,0.58,1.15,1.56,2.27,0.04,0.43,2182.22,323.51
18-Aug-2016,0.58,1.12,1.53,2.26,0.03,0.425,2187.02,323.48
19-Aug-2016,0.59,1.17,1.58,2.29,0.04,0.43,2183.87,323.05
22-Aug-2016,0.58,1.15,1.55,2.24,0.04,0.435,2182.64,323.13
23-Aug-2016,0.58,1.15,1.55,2.24,0.05,0.445,2186.9,323.5
24-Aug-2016,0.59,1.13,1.56,2.24,0.05,0.445,2175.44,323.1
25-Aug-2016,0.6,1.16,1.58,2.27,0.06,0.455,2172.47,324.01
26-Aug-2016,0.62,1.23,1.62,2.29,0.09,0.48,2169.04,324.21
29-Aug-2016,0.62,1.18,1.57,2.22,0.07,0.465,2180.38,327.37
30-Aug-2016,0.61,1.18,1.57,2.23,0.07,0.46,2176.12,329.99
31-Aug-2016,0.61,1.19,1.58,2.23,0.07,0.465,2170.95,330.28
01-Sep-2016,0.6,1.18,1.57,2.23,0.07,0.46,2170.86,328.95
02-Sep-2016,0.59,1.2,1.6,2.28,0.06,0.455,2179.98,330.55
05-Sep-2016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Sep-2016,0.56,1.13,1.55,2.24,0.04,0.435,2186.48,329.78
07-Sep-2016,0.57,1.12,1.54,2.23,0.04,0.43,2186.16,329.8
08-Sep-2016,0.57,1.19,1.61,2.32,0.05,0.445,2181.3,329.46
09-Sep-2016,0.58,1.23,1.67,2.39,0.06,0.45,2127.81,323.25
12-Sep-2016,0.57,1.21,1.68,2.4,0.04,0.43,2159.04,326.97
13-Sep-2016,0.63,1.26,1.73,2.47,0.04,0.43,2127.02,321.01
14-Sep-2016,0.62,1.21,1.7,2.44,0.03,0.425,2125.77,319.97
15-Sep-2016,0.6,1.2,1.71,2.48,0.03,0.42,2147.26,322.12
16-Sep-2016,0.61,1.21,1.7,2.44,0.03,0.425,2139.16,319.18
19-Sep-2016,0.6,1.22,1.7,2.45,0.03,0.425,2139.12,320.75
20-Sep-2016,0.61,1.2,1.69,2.43,0.04,0.43,2139.76,321.05
21-Sep-2016,0.61,1.2,1.66,2.39,0,0.395,2163.12,323.18
22-Sep-2016,0.6,1.18,1.63,2.34,0.02,0.42,2177.18,324.07
23-Sep-2016,0.6,1.16,1.62,2.34,0.02,0.42,2164.69,321.82
26-Sep-2016,0.58,1.13,1.59,2.32,0.02,0.415,2146.1,316.87
27-Sep-2016,0.58,1.12,1.56,2.28,0.01,0.41,2159.93,319.6
28-Sep-2016,0.6,1.13,1.57,2.29,0.02,0.415,2171.37,321.09
29-Sep-2016,0.59,1.12,1.56,2.28,0.02,0.415,2151.13,316.31
30-Sep-2016,0.59,1.14,1.6,2.32,0.02,0.415,2168.27,320.82
03-Oct-2016,0.63,1.18,1.63,2.34,0.02,0.415,2161.2,319.45
04-Oct-2016,0.64,1.22,1.69,2.4,0.03,0.425,2150.49,320.47
05-Oct-2016,0.65,1.26,1.72,2.44,0.03,0.43,2159.73,325.28
06-Oct-2016,0.65,1.28,1.75,2.46,0.03,0.43,2160.77,325.47
07-Oct-2016,0.66,1.26,1.73,2.46,0.02,0.415,2153.74,325.7
10-Oct-2016,NaN,NaN,NaN,NaN,0.02,0.415,2163.66,327.33
11-Oct-2016,0.69,1.3,1.77,2.5,0.01,0.415,2136.73,323.86
12-Oct-2016,0.68,1.31,1.79,2.51,0.01,0.415,2139.18,324.34
13-Oct-2016,0.66,1.27,1.75,2.48,0.01,0.415,2132.55,320.78
14-Oct-2016,0.66,1.28,1.8,2.55,0.01,0.415,2132.98,322.37
17-Oct-2016,0.65,1.26,1.77,2.52,0.01,0.415,2126.5,321.06
18-Oct-2016,0.66,1.24,1.75,2.51,0.01,0.415,2139.6,323.52
19-Oct-2016,0.65,1.24,1.76,2.51,0.01,0.415,2144.29,326.25
20-Oct-2016,0.66,1.26,1.76,2.5,0.01,0.415,2141.34,326.19
21-Oct-2016,0.66,1.25,1.74,2.48,0.01,0.415,2141.16,326.2
24-Oct-2016,0.66,1.27,1.77,2.52,0.01,0.415,2151.33,327.46
25-Oct-2016,0.66,1.29,1.77,2.5,0.01,0.415,2143.16,326.72
26-Oct-2016,0.67,1.3,1.79,2.53,0.01,0.415,2139.43,328.74
27-Oct-2016,0.68,1.33,1.85,2.6,0.01,0.415,2133.04,329.42
28-Oct-2016,0.66,1.33,1.86,2.62,0.01,0.415,2126.41,328.09
31-Oct-2016,0.66,1.31,1.84,2.58,0.01,0.4125,2126.15,327.75
01-Nov-2016,0.65,1.3,1.83,2.58,0.01,0.4125,2111.72,326.47
02-Nov-2016,0.64,1.26,1.81,2.56,0,0.4075,2097.94,323.89
03-Nov-2016,0.64,1.26,1.82,2.6,0.09,0.495,2088.66,324.36
04-Nov-2016,0.62,1.24,1.79,2.56,0.09,0.495,2085.18,322.84
07-Nov-2016,0.63,1.29,1.83,2.6,0.09,0.5,2131.52,331.25
08-Nov-2016,0.71,1.34,1.88,2.63,0.1,0.505,2139.56,331.75
09-Nov-2016,0.72,1.49,2.07,2.88,0.1,0.505,2163.26,345.25
10-Nov-2016,0.72,1.56,2.15,2.94,0.09,0.5,2167.48,358.04
11-Nov-2016,NaN,NaN,NaN,NaN,0.09,0.5,2164.45,359.43
14-Nov-2016,0.77,1.66,2.23,2.99,0.11,0.515,2164.2,367.65
15-Nov-2016,0.78,1.68,2.23,2.97,0.11,0.515,2180.39,367.85
16-Nov-2016,0.76,1.68,2.22,2.92,0.11,0.515,2176.94,362.64
17-Nov-2016,0.77,1.73,2.29,3.01,0.11,0.52,2187.12,367.17
18-Nov-2016,0.77,1.8,2.34,3.01,0.11,0.52,2181.9,367.48
21-Nov-2016,0.78,1.79,2.33,3,0.12,0.525,2198.18,368.62
22-Nov-2016,0.78,1.77,2.31,3,0.12,0.525,2202.94,369
23-Nov-2016,0.8,1.83,2.36,3.02,0.12,0.53,2204.72,371.04
24-Nov-2016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Nov-2016,0.81,1.83,2.36,3.01,0.12,0.53,2213.35,371.95
28-Nov-2016,0.79,1.8,2.32,2.99,0.12,0.53,2201.72,366.78
29-Nov-2016,0.78,1.78,2.3,2.95,0.12,0.53,2204.66,367.65
30-Nov-2016,0.8,1.83,2.37,3.02,0.12,0.53,2198.81,372.54
01-Dec-2016,0.82,1.9,2.45,3.1,0.12,0.53,2191.08,378.72
02-Dec-2016,0.8,1.84,2.4,3.08,0.12,0.53,2191.95,375.15
05-Dec-2016,0.82,1.84,2.39,3.05,0.13,0.5325,2204.71,379.51
06-Dec-2016,0.83,1.84,2.39,3.08,0.13,0.5325,2212.23,383.13
07-Dec-2016,0.85,1.8,2.34,3.02,0.13,0.5325,2241.35,389.17
08-Dec-2016,0.84,1.83,2.4,3.1,0.13,0.5325,2246.19,392.74
09-Dec-2016,0.85,1.89,2.47,3.16,0.13,0.5325,2259.53,393.24
12-Dec-2016,0.85,1.9,2.49,3.16,0.13,0.5325,2256.96,389.65
13-Dec-2016,0.88,1.92,2.48,3.14,0.13,0.535,2271.72,390.47
14-Dec-2016,0.92,2.02,2.54,3.14,0.13,0.535,2253.28,388.24
15-Dec-2016,0.91,2.1,2.6,3.16,0,0.655,2262.03,392.18
16-Dec-2016,0.91,2.07,2.6,3.19,0,0.655,2258.07,388.73
19-Dec-2016,0.9,2.03,2.54,3.12,0,0.655,2262.53,389.11
20-Dec-2016,0.9,2.06,2.57,3.15,0,0.655,2270.76,393.48
21-Dec-2016,0.88,2.04,2.55,3.12,0,0.655,2265.18,392.53
22-Dec-2016,0.87,2.04,2.55,3.12,0,0.655,2260.96,391.49
23-Dec-2016,0.87,2.04,2.55,3.12,0,0.655,2263.79,392.04
26-Dec-2016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Dec-2016,0.89,2.07,2.57,3.14,0,0.655,2268.88,392.51
28-Dec-2016,0.9,2.02,2.51,3.09,0,0.655,2249.92,388.46
29-Dec-2016,0.85,1.96,2.49,3.08,0,0.655,2249.26,385.63
30-Dec-2016,0.85,1.93,2.45,3.06,0,0.655,2238.83,386.53
02-Jan-2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Jan-2017,0.89,1.94,2.45,3.04,0,0.655,2257.83,390.31
04-Jan-2017,0.87,1.94,2.46,3.05,0,0.655,2270.75,393.66
05-Jan-2017,0.83,1.86,2.37,2.96,0,0.655,2269,389.66
06-Jan-2017,0.85,1.92,2.42,3,0,0.655,2276.98,391.15
09-Jan-2017,0.82,1.89,2.38,2.97,0,0.655,2268.9,388.1
10-Jan-2017,0.82,1.89,2.38,2.97,0,0.655,2268.9,389.6
11-Jan-2017,0.82,1.89,2.38,2.96,0,0.655,2275.32,391.39
12-Jan-2017,0.81,1.87,2.36,3.01,0,0.655,2270.44,388.5
13-Jan-2017,0.82,1.9,2.4,2.99,0,0.655,2274.64,390.63
16-Jan-2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Jan-2017,0.8,1.84,2.33,2.93,0,0.655,2267.89,381.72
18-Jan-2017,0.82,1.93,2.42,3,0,0.655,2271.89,384.73
19-Jan-2017,0.83,1.97,2.47,3.04,0,0.66,2263.69,382.42
20-Jan-2017,0.82,1.95,2.48,3.05,0,0.66,2271.31,384.22
23-Jan-2017,0.79,1.88,2.41,2.99,0,0.655,2265.2,381.98
24-Jan-2017,0.81,1.94,2.47,3.05,0,0.655,2280.07,386.62
25-Jan-2017,0.82,1.99,2.53,3.1,0,0.66,2298.37,392.98
26-Jan-2017,0.82,1.95,2.51,3.08,0,0.66,2296.68,394.14
27-Jan-2017,0.82,1.94,2.49,3.06,0,0.66,2294.69,392.44
30-Jan-2017,0.81,1.94,2.49,3.08,0,0.66,2280.9,389.67
31-Jan-2017,0.84,1.9,2.45,3.05,0,0.66,2278.87,387.01
01-Feb-2017,0.83,1.93,2.48,3.08,0,0.6575,2279.55,387.15
02-Feb-2017,0.84,1.92,2.48,3.09,0.03,0.685,2280.85,385.47
03-Feb-2017,0.82,1.93,2.49,3.11,0.03,0.685,2297.42,393.13
06-Feb-2017,0.79,1.86,2.42,3.05,0.02,0.675,2292.56,391.76
07-Feb-2017,0.8,1.85,2.4,3.02,0.02,0.675,2293.08,390.82
08-Feb-2017,0.79,1.81,2.34,2.96,0.02,0.675,2294.67,387.87
09-Feb-2017,0.8,1.88,2.4,3.02,0.02,0.68,2307.87,393.19
10-Feb-2017,0.81,1.89,2.41,3.01,0.02,0.68,2316.1,394.13
13-Feb-2017,0.82,1.92,2.43,3.03,0.03,0.685,2328.25,398.52
14-Feb-2017,0.84,1.98,2.47,3.07,0.03,0.69,2337.58,403.46
15-Feb-2017,0.86,2.01,2.51,3.09,0.04,0.7,2349.25,406.46
16-Feb-2017,0.82,1.95,2.45,3.05,0.03,0.69,2347.22,405.89
17-Feb-2017,0.82,1.92,2.42,3.03,0.03,0.69,2351.16,405.77
20-Feb-2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Feb-2017,0.83,1.93,2.43,3.04,0.04,0.695,2365.38,407.65
22-Feb-2017,0.82,1.92,2.42,3.04,0.03,0.69,2362.82,407.95
23-Feb-2017,0.81,1.87,2.38,3.02,0.04,0.695,2363.81,408.33
24-Feb-2017,0.8,1.8,2.31,2.95,0.04,0.695,2367.34,405.25
27-Feb-2017,0.81,1.87,2.36,2.98,0.06,0.715,2369.75,407.09
28-Feb-2017,0.88,1.89,2.36,2.97,0.06,0.715,2363.64,406.38
01-Mar-2017,0.92,1.99,2.46,3.06,0.09,0.75,2395.96,417.94
02-Mar-2017,0.98,2.03,2.49,3.09,0.11,0.7625,2381.92,411.8
03-Mar-2017,0.98,2.02,2.49,3.08,0.11,0.77,2383.12,413.42
06-Mar-2017,0.97,2.02,2.49,3.1,0.11,0.77,2375.31,410.83
07-Mar-2017,1.02,2.05,2.52,3.11,0.12,0.7725,2368.39,409.65
08-Mar-2017,1.03,2.08,2.57,3.15,0.12,0.775,2362.98,409.6
09-Mar-2017,1.04,2.13,2.6,3.19,0.12,0.775,2364.87,410.86
10-Mar-2017,1.03,2.11,2.58,3.16,0.12,0.78,2372.6,410.72
13-Mar-2017,1.06,2.14,2.62,3.2,0.12,0.78,2373.47,410.94
14-Mar-2017,1.06,2.13,2.6,3.17,0.13,0.7825,2365.45,410.46
15-Mar-2017,1.02,2.02,2.51,3.11,0.13,0.785,2385.26,409.91
16-Mar-2017,1.01,2.05,2.53,3.14,0,0.905,2381.38,411.2
17-Mar-2017,1,2.03,2.5,3.11,0,0.905,2378.25,406.86
20-Mar-2017,1.01,2,2.47,3.08,0,0.905,2373.47,403.22
21-Mar-2017,1,1.96,2.43,3.04,0,0.905,2344.02,391.65
22-Mar-2017,0.99,1.95,2.4,3.02,0,0.905,2348.45,390.87
23-Mar-2017,0.99,1.95,2.41,3.02,0,0.905,2345.96,391.73
24-Mar-2017,1,1.93,2.4,3,0,0.905,2343.98,391.36
27-Mar-2017,1,1.93,2.38,2.98,0,0.905,2341.59,389.47
28-Mar-2017,1.03,1.97,2.42,3.02,0,0.905,2358.57,394.79
29-Mar-2017,1.04,1.93,2.39,2.99,0,0.905,2361.13,392.65
30-Mar-2017,1.03,1.96,2.42,3.03,0,0.905,2368.06,397.43
31-Mar-2017,1.03,1.93,2.4,3.02,0,0.905,2362.72,394.58
03-Apr-2017,1.02,1.88,2.35,2.98,0,0.905,2358.84,393.43
04-Apr-2017,1.03,1.88,2.36,2.99,0,0.905,2360.16,392.63
05-Apr-2017,1.03,1.85,2.34,2.98,0,0.905,2352.95,389.87
06-Apr-2017,1.05,1.87,2.34,2.99,0,0.905,2357.49,392.05
07-Apr-2017,1.08,1.92,2.38,3,0,0.905,2355.54,390.72
10-Apr-2017,1.07,1.91,2.37,2.99,0,0.905,2357.16,389.71
11-Apr-2017,1.05,1.84,2.32,2.93,0,0.905,2353.78,388.68
12-Apr-2017,1.04,1.81,2.28,2.92,0,0.905,2344.93,385.2
13-Apr-2017,1.03,1.77,2.24,2.89,0,0.905,2328.95,380.38
14-Apr-2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Apr-2017,1.04,1.79,2.26,2.92,0,0.905,2349.01,386.48
18-Apr-2017,1.02,1.71,2.18,2.84,0,0.905,2342.19,383.27
19-Apr-2017,1.02,1.74,2.21,2.87,0,0.905,2338.17,382.27
20-Apr-2017,1.01,1.78,2.24,2.89,0,0.905,2355.84,388.2
21-Apr-2017,0.99,1.77,2.24,2.89,0,0.905,2348.69,384.67
24-Apr-2017,1.03,1.81,2.28,2.93,0,0.905,2374.15,393.1
25-Apr-2017,1.09,1.87,2.35,2.99,0,0.905,2388.61,396.36
26-Apr-2017,1.07,1.84,2.32,2.97,0,0.905,2387.45,396.51
27-Apr-2017,1.06,1.81,2.3,2.96,0,0.905,2388.77,394.47
28-Apr-2017,1.07,1.81,2.29,2.96,0,0.905,2384.2,390.76
01-May-2017,1.09,1.84,2.33,3,0,0.905,2388.33,392.76
02-May-2017,1.08,1.81,2.29,2.97,0,0.905,2391.17,392.64
03-May-2017,1.1,1.86,2.33,2.97,0,0.905,2388.13,394.99
04-May-2017,1.11,1.88,2.36,3,0.09,1,2389.52,395.87
05-May-2017,1.1,1.89,2.36,2.99,0.1,1.01,2399.29,395.46
08-May-2017,1.12,1.91,2.39,3.02,0.11,1.015,2399.38,395.05
09-May-2017,1.14,1.94,2.42,3.04,0.11,1.02,2396.92,393.26
10-May-2017,1.13,1.94,2.41,3.03,0.11,1.015,2399.63,394.31
11-May-2017,1.13,1.93,2.39,3.03,0.11,1.015,2394.44,392.22
12-May-2017,1.11,1.85,2.33,2.98,0.1,1.005,2390.9,390.45
15-May-2017,1.11,1.86,2.34,3,0.1,1.005,2402.32,393.47
16-May-2017,1.11,1.86,2.33,2.99,0.1,1.005,2400.67,394.13
17-May-2017,1.08,1.76,2.22,2.91,0.08,0.985,2357.03,382.14
18-May-2017,1.09,1.78,2.23,2.9,0.09,1,2365.72,383.33
19-May-2017,1.1,1.79,2.23,2.9,0.1,1.005,2381.73,386.54
22-May-2017,1.12,1.8,2.25,2.91,0.1,1.01,2394.02,387.69
23-May-2017,1.14,1.84,2.29,2.95,0.11,1.015,2398.42,390.84
24-May-2017,1.18,1.79,2.26,2.92,0.11,1.015,2404.39,390.68
25-May-2017,1.16,1.78,2.25,2.92,0.11,1.015,2415.07,391.63
26-May-2017,1.17,1.79,2.25,2.92,0.11,1.015,2415.82,391.38
29-May-2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-May-2017,1.16,1.76,2.21,2.88,0.11,1.02,2412.91,388.36
31-May-2017,1.17,1.75,2.21,2.87,0.12,1.0225,2411.8,385.26
01-Jun-2017,1.16,1.76,2.21,2.87,0.12,1.0275,2430.06,389.85
02-Jun-2017,1.16,1.71,2.15,2.8,0.12,1.03,2439.07,388.41
05-Jun-2017,1.16,1.74,2.18,2.84,0.12,1.03,2436.1,388.72
06-Jun-2017,1.16,1.71,2.14,2.81,0.12,1.03,2429.33,387.1
07-Jun-2017,1.17,1.74,2.18,2.84,0.13,1.0325,2433.14,390.28
08-Jun-2017,1.19,1.75,2.19,2.85,0.13,1.0325,2433.79,394.72
09-Jun-2017,1.2,1.77,2.21,2.86,0.13,1.0325,2431.77,402.33
12-Jun-2017,1.19,1.78,2.21,2.86,0.13,1.0325,2429.39,402.99
13-Jun-2017,1.22,1.79,2.21,2.87,0.13,1.0325,2440.35,404.77
14-Jun-2017,1.2,1.74,2.15,2.79,0.13,1.0375,2437.92,405.52
15-Jun-2017,1.21,1.76,2.16,2.78,0,1.155,2432.46,404.01
16-Jun-2017,1.21,1.75,2.16,2.78,0,1.155,2433.15,403.58
19-Jun-2017,1.22,1.8,2.19,2.79,0,1.155,2453.46,407.53
20-Jun-2017,1.22,1.77,2.16,2.74,0,1.155,2437.03,404.23
21-Jun-2017,1.22,1.78,2.16,2.73,0,1.155,2435.61,401.07
22-Jun-2017,1.22,1.76,2.15,2.72,0,1.155,2434.5,398.51
23-Jun-2017,1.21,1.77,2.15,2.71,0,1.155,2438.3,396.69
26-Jun-2017,1.2,1.77,2.14,2.7,0,1.155,2439.07,398.81
27-Jun-2017,1.22,1.83,2.21,2.75,0,1.155,2419.38,400.86
28-Jun-2017,1.21,1.81,2.22,2.77,0,1.155,2440.69,407.19
29-Jun-2017,1.23,1.85,2.27,2.82,0,1.155,2419.7,409.83
30-Jun-2017,1.24,1.89,2.31,2.84,0,1.155,2423.41,409.59
03-Jul-2017,1.24,1.93,2.35,2.86,0,1.155,2429.01,415.07
04-Jul-2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Jul-2017,1.24,1.92,2.33,2.85,0,1.155,2432.54,416.05
06-Jul-2017,1.23,1.94,2.37,2.9,0,1.155,2409.75,413.29
07-Jul-2017,1.22,1.95,2.39,2.93,0,1.155,2425.18,415.6
10-Jul-2017,1.23,1.93,2.38,2.93,0,1.155,2427.43,414.89
11-Jul-2017,1.2,1.92,2.37,2.92,0,1.155,2425.53,412.07
12-Jul-2017,1.21,1.88,2.33,2.89,0,1.16,2443.25,412.54
13-Jul-2017,1.23,1.89,2.35,2.92,0,1.16,2447.83,415.04
14-Jul-2017,1.22,1.87,2.33,2.91,0,1.16,2459.27,412.9
17-Jul-2017,1.22,1.86,2.31,2.89,0,1.16,2459.14,412.36
18-Jul-2017,1.19,1.82,2.27,2.85,0,1.16,2460.61,411.21
19-Jul-2017,1.23,1.83,2.27,2.85,0,1.16,2473.83,412.07
20-Jul-2017,1.22,1.82,2.27,2.83,0,1.16,2473.45,411.84
21-Jul-2017,1.22,1.81,2.24,2.81,0,1.155,2472.54,411.73
24-Jul-2017,1.23,1.83,2.26,2.83,0,1.155,2469.91,412.99
25-Jul-2017,1.24,1.9,2.33,2.91,0,1.155,2477.13,418.22
26-Jul-2017,1.23,1.83,2.29,2.89,0,1.155,2477.83,415.68
27-Jul-2017,1.22,1.84,2.32,2.93,0.01,1.165,2475.42,413.49
28-Jul-2017,1.22,1.83,2.3,2.89,0.01,1.165,2472.1,413.61
31-Jul-2017,1.23,1.84,2.3,2.89,0.01,1.165,2470.3,416.17
01-Aug-2017,1.22,1.8,2.26,2.86,0.01,1.165,2476.35,419.54
02-Aug-2017,1.24,1.82,2.27,2.85,0.01,1.165,2477.57,419.79
03-Aug-2017,1.22,1.79,2.24,2.81,0.01,1.165,2472.16,417.86
04-Aug-2017,1.23,1.82,2.27,2.84,0.01,1.165,2476.83,420.88
07-Aug-2017,1.22,1.81,2.26,2.84,0.01,1.165,2480.91,420.14
08-Aug-2017,1.24,1.84,2.29,2.86,0.01,1.165,2474.92,419.42
09-Aug-2017,1.21,1.81,2.24,2.82,0.01,1.165,2474.02,419.08
10-Aug-2017,1.22,1.78,2.2,2.79,0.01,1.165,2438.21,411.7
11-Aug-2017,1.21,1.74,2.19,2.79,0,1.155,2441.32,409.51
14-Aug-2017,1.23,1.77,2.22,2.81,0,1.155,2465.84,415.19
15-Aug-2017,1.23,1.83,2.27,2.84,0,1.155,2464.61,416.08
16-Aug-2017,1.24,1.79,2.23,2.81,0,1.155,2468.11,415.08
17-Aug-2017,1.24,1.76,2.19,2.78,0,1.155,2430.01,407.86
18-Aug-2017,1.24,1.77,2.19,2.78,0,1.155,2425.55,407.63
21-Aug-2017,1.23,1.76,2.18,2.77,0,1.155,2428.37,406.65
22-Aug-2017,1.24,1.8,2.22,2.79,0,1.155,2452.51,410.91
23-Aug-2017,1.22,1.76,2.17,2.75,0,1.155,2444.04,409.99
24-Aug-2017,1.23,1.78,2.19,2.77,0,1.155,2438.97,409.65
